"sp","occ_avg","occ_lo","occ_me","occ_hi","occ_confi"
"WHIB",0.00150070126227209,0,0.00140252454417952,0.00420757363253857,0.4
"WITU",0.00936083240431066,0.0041086027499071,0.009429580081754,0.015333519137867,0.4
"WODU",0.00119565217391304,0,0.00108695652173913,0.00326086956521739,0.4
"YBCH",0.0366085435788893,0.0200879563046531,0.0362987171572585,0.0510594140147121,0.4
"YBCU",0.0164810479375697,0.00819769602378298,0.0160117056856187,0.0250513285024155,0.4
"YTVI",0.0408735972036278,0.0217996596740649,0.0402939486221215,0.0657385079060247,0.4
"YTWA",0.0634532803490728,0.0504790790088827,0.0636111111111111,0.0752869721053452,0.4
"ACFL",0.0543241106719368,0.0330525362318841,0.0539361001317523,0.0743544137022398,0.5
"AMCR",0.00665794776408587,0.00127877237851662,0.00647136324885686,0.0126960542121987,0.5
"AMGO",0.00143478260869565,0,0.00144927536231884,0.0051086956521739,0.5
"AMKE",0.00879641131815045,0.0020703933747412,0.0084514519297128,0.0181923873228221,0.5
"AMRE",0.00192028985507246,0,0.00181159420289855,0.00543478260869565,0.5
"BACS",0.0157874396135266,0.00579710144927536,0.0164251207729469,0.0285748792270531,0.5
"BADO",0.00455882352941176,0,0.0043691389599318,0.00955083120204603,0.5
"BAEA",0.00149616368286445,0,0.00127877237851662,0.0051150895140665,0.5
"BBWD",0.00260869565217391,0,0.00271739130434783,0.00815217391304348,0.5
"BEKI",0.00573025199112156,0,0.00548575331184027,0.0123836210792733,0.5
"BGGN",0.0285379301466258,0.0168613613994049,0.0283887186061099,0.0412630896326548,0.5
"BHCO",0.00906521739130435,0.00358695652173913,0.00905797101449275,0.0159601449275362,0.5
"BHNU",0.0194740221588048,0.00872866072594334,0.0183405843731931,0.0323954894335329,0.5
"BLGR",0.213731402229484,0.180243077823001,0.214123057249656,0.249092898079471,0.5
"BLJA",0.00802167454597122,0.00127877237851662,0.00749825621948384,0.01809172285515,0.5
"BLVU",0.00390976258751195,0,0.00393061045234958,0.0080253300266088,0.5
"BRTH",0.0144098442052406,0.00618377785896967,0.0137930590296319,0.0264397606868834,0.5
"CACH",0.0665595851292782,0.0434475348110259,0.0659101590367575,0.0881222390141827,0.5
"CARW",0.0168581349892092,0.00925742398408639,0.0167483660130719,0.0280767148222391,0.5
"CHSW",0.00185770750988142,0,0.00197628458498024,0.00592885375494071,0.5
"COGR",0.00669082125603865,0,0.00603864734299517,0.0157004830917874,0.5
"COYE",0.0514042761373324,0.0368205253115739,0.0511187182382835,0.0690535931104985,0.5
"DOWO",0.0305105401844532,0.017912500968767,0.0307467255676974,0.0418204584205223,0.5
"EABL",0.0714656523269055,0.0527657347462335,0.0710170087088246,0.0934692584388876,0.5
"EAKI",0.0369564414698686,0.0258046186195163,0.035590975520643,0.0530838942955311,0.5
"EATO",0.0168863461772669,0.0057621635610766,0.0164693469360989,0.0296116431522442,0.5
"EAWP",0.10203007348116,0.0811999172732868,0.10134055215577,0.121576737133802,0.5
"GBHE",0.00609881422924901,0,0.00603590250329381,0.0126152832674572,0.5
"GCFL",0.155155961893494,0.129899786501449,0.154245322467829,0.187919639052951,0.5
"GREG",0.00111633372502938,0,0.00117508813160987,0.00352526439482961,0.5
"GRHE",0.00910123038639663,0.00328902271837054,0.00896004700352526,0.0148326795465542,0.5
"HOWA",0.000946859903381643,0,0.000966183574879227,0.00289855072463768,0.5
"HOWR",0.00171980676328502,0,0.00193236714975845,0.00386473429951691,0.5
"INBU",0.0617430550755359,0.0435747976237107,0.0608788775988264,0.0793258843882245,0.5
"KILL",0.00126598465473146,0,0.00127877237851662,0.00383631713554987,0.5
"LAGU",0.0529081526754161,0.0397157638094339,0.0518488363437213,0.0661993183828222,0.5
"LBHE",0.00369565217391304,0,0.0036231884057971,0.0072463768115942,0.5
"MIKI",0.0230808525917222,0.013341738477608,0.0220655438046742,0.0354913337250294,0.5
"NOBO",0.151738294917643,0.121510305817371,0.151400682650683,0.176335341892407,0.5
"NOFL",0.0094332298136646,0.00388198757763975,0.00918737060041408,0.0184135610766045,0.5
"NOMO",0.00544175773076029,0,0.00395256916996047,0.0164816321785631,0.5
"NOPA",0.0354001976284585,0.0255722990777339,0.0351778656126482,0.0457444005270092,0.5
"OROR",0.0525976720778511,0.0348874305220213,0.0534239950160666,0.0689824295482863,0.5
"OSPR",0.00126909518213866,0,0.00117508813160987,0.00352526439482961,0.5
"PABU",0.13495904341045,0.115561067140351,0.134211190317328,0.156070709990147,0.5
"PIWA",0.0169180602006689,0.00796607378129117,0.0165311138137225,0.0267859405087666,0.5
"PIWO",0.0261430966673933,0.0163102354518595,0.0249283072173098,0.0370477937853258,0.5
"PUMA",0.00262148337595908,0,0.00255754475703325,0.00639386189258312,0.5
"RBWO",0.112681218553341,0.0907191085260139,0.113136295265451,0.133045224587744,0.5
"REVI",0.010395256916996,0.00395256916996047,0.00988142292490119,0.0158102766798419,0.5
"RHWO",0.0706604018298392,0.0525057526400237,0.0709494031424978,0.0899820928928985,0.5
"RSHA",0.0250730248012857,0.0118339284100154,0.0238112357677575,0.041424797538928,0.5
"RTHA",0.00250639386189258,0,0.00255754475703325,0.00578644501278771,0.5
"SCTA",0.00896497584541063,0.0036231884057971,0.00833333333333333,0.015643115942029,0.5
"SUTA",0.108328980315553,0.0886899186483585,0.108040398385667,0.125737711148517,0.5
"TUTI",0.0289153661826296,0.0188713468556819,0.0281375293523631,0.0415949836857765,0.5
"WBNU",0.0249225245983558,0.0136211040462959,0.0243469496986121,0.0372264338241001,0.5
"WEVI",0.0661910408432148,0.0390670289855072,0.0656949934123847,0.0926737483530962,0.5
"WEWA",0.00231225296442688,0,0.00197628458498024,0.00790513833992095,0.5
"WHIB",0.00159420289855072,0,0.00144927536231884,0.00434782608695652,0.5
"WITU",0.00627877237851662,0.00255754475703325,0.00639386189258312,0.0128516624040921,0.5
"WODU",0.00137022397891963,0,0.00131752305665349,0.00395256916996047,0.5
"YBCH",0.0175538833147529,0.0072463768115942,0.0166295057599405,0.0280170011148272,0.5
"YBCU",0.0149631743953995,0.00773808038673768,0.0144577967787686,0.0231844569472447,0.5
"YTVI",0.0321913133754566,0.0133568301902701,0.0312146612977815,0.0517608297499602,0.5
"YTWA",0.062015485608836,0.0489735586842364,0.0623260146917436,0.0739678769969691,0.5
"ACFL",0.0611987677658755,0.0399371630609816,0.0609815865014353,0.0835993838829378,0.6
"AMCR",0.00256916996047431,0,0.00263504611330698,0.00658761528326746,0.6
"AMGO",0.00156199677938808,0,0.00161030595813205,0.00483091787439614,0.6
"AMKE",0.00935309617918314,0.00155138339920949,0.00849802371541502,0.0200115283267457,0.6
"BACS",0.0165612648221344,0.00581906016688625,0.0164690382081686,0.0305445761967501,0.6
"BADO",0.00506072062782838,0,0.00518416680987569,0.0113278341066621,0.6
"BBWD",0.0041304347826087,0,0.00434782608695652,0.0130434782608696,0.6
"BEKI",0.00333333333333333,0,0.0036231884057971,0.0108695652173913,0.6
"BGGN",0.0197187474711104,0.00915213208691469,0.0194139386483432,0.0286794979682503,0.6
"BHCO",0.0102023384443044,0.00483091787439614,0.00994188895890219,0.0200448085136176,0.6
"BHNU",0.0217760032427552,0.0111897150164414,0.0211739241151006,0.0358622502580303,0.6
"BLGR",0.188520820759133,0.161493524039538,0.190605604435824,0.21656330762956,0.6
"BLJA",0.00926918642951252,0.000988142292490119,0.00886857707509882,0.0196045372200263,0.6
"BLVU",0.000988142292490119,0,0.000988142292490119,0.00296442687747036,0.6
"BRTH",0.00189035916824197,0,0.00189035916824197,0.0056710775047259,0.6
"CACH",0.058271944339649,0.0359540851177255,0.0585876483075767,0.0794645865857685,0.6
"CARW",0.010464856504554,0.00395256916996047,0.0107406770922839,0.0171818611445265,0.6
"CHSW",0.0028695652173913,0,0.00289855072463768,0.00869565217391304,0.6
"COGR",0.00125319693094629,0,0.00127877237851662,0.00383631713554987,0.6
"COYE",0.0402747939755612,0.0287404092071611,0.0402529127593066,0.0512269110542768,0.6
"DOWO",0.0220763538822376,0.0107829784534061,0.0216699922985367,0.0356042804382832,0.6
"EABL",0.0607731834764062,0.0447597806854861,0.0598886767035824,0.0784656777913128,0.6
"EAKI",0.0306746309729471,0.0175413572597932,0.0309851292499163,0.0444757602703485,0.6
"EATO",0.0143225003659786,0.00719056507099985,0.013859610598741,0.0251502342263212,0.6
"EAWP",0.0913085065630525,0.071024480881314,0.0908563370778134,0.113280886906368,0.6
"GBHE",0.00772904483430799,0.000764895330112722,0.0068649885583524,0.0171709466903975,0.6
"GCFL",0.136769378435077,0.104552707915107,0.135233272429509,0.168265009678877,0.6
"GRHE",0.010507561436673,0.0035015949905482,0.0102205981636511,0.0178115295031056,0.6
"HOWR",0.00175889328063241,0,0.00197628458498024,0.00494071146245059,0.6
"INBU",0.0517833283389633,0.0337955437011501,0.0515233963532018,0.0715919722863373,0.6
"KILL",0.00139945652173913,0,0.00135869565217391,0.00478940217391303,0.6
"LAGU",0.0506946550468222,0.0352904594133015,0.0505273924244344,0.0713866411266801,0.6
"LBHE",0.00172022684310019,0,0.00189035916824197,0.00666351606805291,0.6
"MIKI",0.016528326745718,0.00853096179183136,0.0164690382081686,0.0243741765480896,0.6
"NOBO",0.139355633425966,0.110118636429239,0.139148001571553,0.170277360061637,0.6
"NOFL",0.00631225296442688,0,0.00632411067193676,0.0137895256916996,0.6
"NOMO",0.00638315217391304,0,0.00570652173913043,0.0172622282608696,0.6
"NOPA",0.0269413988657845,0.0156679269061122,0.0257718966603655,0.0425551354757404,0.6
"OROR",0.0376864478808904,0.0256059205517922,0.036343701140023,0.0553648184652315,0.6
"OSPR",0.00126708074534161,0,0.00124223602484472,0.00496894409937888,0.6
"PABU",0.120047963309767,0.0954314617710179,0.120100878295538,0.147587998728462,0.6
"PIWA",0.00696159770356368,0,0.00617867394805013,0.0161380662325842,0.6
"PIWO",0.0206052233840514,0.00913243970899925,0.019989777078624,0.0301106895624854,0.6
"PUMA",0.0013179347826087,0,0.00135869565217391,0.00407608695652174,0.6
"RBWO",0.0804257368174889,0.0643260118898115,0.0804452172375762,0.0978751117386576,0.6
"REVI",0.00831884057971015,0,0.00869565217391304,0.0173913043478261,0.6
"RHWO",0.0653008632620762,0.0464259577654545,0.0657946751578604,0.0849945090110879,0.6
"RSHA",0.0260304522691847,0.0114395296111046,0.0255121607076636,0.045056865290051,0.6
"SCTA",0.00386492524488744,0,0.0038666437532222,0.00816184052242653,0.6
"SUTA",0.0895291044124728,0.0712711045833299,0.0902803680884001,0.107774054448617,0.6
"TUTI",0.0173220408424803,0.00900488706490597,0.0170985498608372,0.0256076764397298,0.6
"WBNU",0.0252838624828228,0.0106693238826391,0.0248587010815272,0.0438566647593113,0.6
"WEVI",0.0410804305449614,0.0199091024663107,0.0413085854733452,0.0669857615052123,0.6
"WEWA",0.00289855072463768,0,0.00289855072463768,0.00869565217391304,0.6
"WHIB",0.00148148148148148,0,0.00161030595813205,0.00483091787439614,0.6
"WITU",0.00610013175230567,0.00263504611330698,0.00527009222661397,0.0125494071146245,0.6
"WODU",0.00149068322981366,0,0.0015527950310559,0.00547360248447204,0.6
"YBCH",0.0171781756180733,0.00700127877237852,0.0174765558397272,0.0267742966751918,0.6
"YBCU",0.0127603049124788,0.00471485036702428,0.0126388104648974,0.0224748258987389,0.6
"YTVI",0.0345124341238472,0.0175489953886693,0.033592720685112,0.0597912549407115,0.6
"YTWA",0.0641862412949369,0.0503075004705439,0.0650338791643139,0.0753547901373988,0.6
"ACFL",0.0578270155540079,0.0314534416144331,0.0567269425927768,0.083117952608364,0.7
"AMCR",0.00131837307152875,0,0.00140252454417952,0.00561009817671809,0.7
"AMGO",0.0020226843100189,0,0.00189035916824197,0.0056710775047259,0.7
"AMKE",0.00902085218100864,0.0022883295194508,0.0081998474446987,0.0177648209249109,0.7
"BACS",0.0162158746208291,0.00543478260869565,0.0156092012133468,0.0315185793731041,0.7
"BEKI",0.00351449275362319,0,0.0036231884057971,0.0108695652173913,0.7
"BGGN",0.0113570326219999,0.00255967819932299,0.0111800189404408,0.0211972750342761,0.7
"BHCO",0.012065647018388,0.00467863894139887,0.0114280804261901,0.0210109125279258,0.7
"BHNU",0.0257613537728743,0.00548930080414338,0.025330636117348,0.0485892819140669,0.7
"BLGR",0.16753892737683,0.137695462897905,0.165681083178286,0.198240091377741,0.7
"BLJA",0.0053804347826087,0,0.00543478260869565,0.016304347826087,0.7
"BLVU",0.000930232558139535,0,0.00101112234580384,0.00202224469160768,0.7
"BRTH",0.0016600790513834,0,0.00197628458498024,0.00592885375494071,0.7
"CACH",0.0514443789403701,0.0339591160170086,0.0489770259296086,0.0705338264900497,0.7
"CARW",0.0109382151029748,0.00404448938321537,0.0103773082858815,0.0191381512426161,0.7
"CHSW",0.00246376811594203,0,0.00289855072463768,0.00869565217391304,0.7
"COGR",0.00131752305665349,0,0.00131752305665349,0.00395256916996047,0.7
"COYE",0.0399857268335529,0.0276021080368906,0.0398276240667545,0.0572655906895037,0.7
"DOWO",0.0137429676829985,0.00401486509709572,0.0128028870940024,0.0268936096363093,0.7
"EABL",0.0470890831023962,0.0288271266551676,0.0488439197226469,0.0632015123286796,0.7
"EAKI",0.0247904230882471,0.0122442970202145,0.0239225934865587,0.041210973022549,0.7
"EATO",0.00568696422439109,0,0.00558121323187229,0.0132617200663712,0.7
"EAWP",0.0702074233331171,0.0510801659225271,0.0718137104841828,0.0903702591252924,0.7
"GBHE",0.0184080210534119,0,0.018607064754068,0.0395409392490455,0.7
"GCFL",0.131835731389049,0.100447033426387,0.133469827615005,0.168247879828884,0.7
"GRHE",0.0133307030695179,0.00528880296693758,0.013076168682576,0.0223526394697388,0.7
"HOWR",0.00115267947421638,0,0.00101112234580384,0.00303336703741153,0.7
"INBU",0.0305263653111333,0.0183099007561437,0.0289122713487977,0.0479741010705827,0.7
"KILL",0.00209109730848861,0,0.0020703933747412,0.0062111801242236,0.7
"LAGU",0.0520451932199445,0.0353568573051092,0.0522839332809842,0.067011247522432,0.7
"MIKI",0.0122133670007102,0.00378757989426339,0.0113627396827902,0.0211887477313975,0.7
"NOBO",0.124378823883973,0.0949179052153881,0.126671759251851,0.155129936859056,0.7
"NOFL",0.00439359267734554,0,0.0045766590389016,0.0103546910755149,0.7
"NOMO",0.00748102139406487,0,0.00690131124913734,0.0186680469289165,0.7
"NOPA",0.0161342486651411,0.00598398169336384,0.0161708619374523,0.0262547673531655,0.7
"OROR",0.0291193233412913,0.0150321455813447,0.0284563516828963,0.0443154576163729,0.7
"OSPR",0.00122938530734633,0,0.00149925037481259,0.00299850074962519,0.7
"PABU",0.0849751328688338,0.068127174191857,0.0855768740291047,0.105276639066511,0.7
"PIWA",0.00593572778827977,0,0.00551354757403907,0.0165524574669187,0.7
"PIWO",0.0151914257410575,0.0067833934938689,0.0147994570395,0.0254448751854972,0.7
"PUMA",0.00204968944099379,0,0.0020703933747412,0.0062111801242236,0.7
"RBWO",0.0659776816694464,0.0472696350254414,0.0661880022542964,0.0834267230184191,0.7
"REVI",0.00307246376811594,0,0.00289855072463768,0.00869565217391304,0.7
"RHWO",0.0565670134331856,0.0426988083985243,0.0563190787486534,0.0705868091639022,0.7
"RSHA",0.0231453187879744,0.00993450643099503,0.0223802572398012,0.0402245423340961,0.7
"SUTA",0.0812115291556156,0.0630277905552867,0.0812202952651241,0.0995873041176363,0.7
"TUTI",0.0125294682915428,0.00573218825369924,0.012633761576224,0.0203469445819447,0.7
"WBNU",0.00851684316960247,0.00303336703741153,0.00848810600819541,0.0150923314352615,0.7
"WEVI",0.0248097826086957,0.00543478260869565,0.0244565217391304,0.0476222826086956,0.7
"WHIB",0.00155009451795841,0,0.00189035916824197,0.0056710775047259,0.7
"WITU",0.00541374474053296,0.00140252454417952,0.00561009817671809,0.00981767180925666,0.7
"WODU",0.00167471819645733,0,0.00161030595813205,0.00483091787439614,0.7
"YBCH",0.0115579710144928,0.00395256916996047,0.0111989459815547,0.020314558629776,0.7
"YBCU",0.0145193059884161,0.00545809240915926,0.0144544007066234,0.0241373799221919,0.7
"YTVI",0.0319283174626609,0.0124395622647081,0.0336821190423464,0.0499574782854753,0.7
"YTWA",0.0685955767635895,0.0529270311081019,0.0687595270465126,0.0832925830991314,0.7
"ACFL",0.0627743271221532,0.0323757763975155,0.0640786749482402,0.0869565217391304,0.8
"AMGO",0.00219679633867277,0,0.0022883295194508,0.0068649885583524,0.8
"AMKE",0.00986714975845411,0,0.0102657004830918,0.021256038647343,0.8
"BACS",0.018,0,0.0173913043478261,0.0347826086956522,0.8
"BEKI",0.00467391304347826,0,0.00543478260869565,0.016304347826087,0.8
"BGGN",0.00330205949656751,0,0.0022883295194508,0.0096095537757437,0.8
"BHCO",0.0138799898296466,0.0068649885583524,0.0138571065344521,0.0253654970760234,0.8
"BHNU",0.0274903073395359,0.00650525647019336,0.0258159130880028,0.0513260942345794,0.8
"BLGR",0.137891036772173,0.110414670124172,0.138710067009506,0.162563605515569,0.8
"BLJA",0.008,0,0.00869565217391304,0.0219565217391304,0.8
"BRTH",0.00227053140096618,0,0.00241545893719807,0.0072463768115942,0.8
"CACH",0.0464175628592105,0.0252823041438602,0.0468946893432019,0.0678558156819026,0.8
"CARW",0.0110652173913043,0.00377717391304348,0.0107142857142857,0.0190993788819876,0.8
"CHSW",0.00732919254658385,0,0.0062111801242236,0.0186335403726708,0.8
"COGR",0.00124824684431978,0,0.00140252454417952,0.00420757363253857,0.8
"COYE",0.0375035063113605,0.0231065918653576,0.0367461430575035,0.0511991584852735,0.8
"DOWO",0.00235697940503433,0,0.0022883295194508,0.0068649885583524,0.8
"EABL",0.0445707579626233,0.0276318355946687,0.0446684373753097,0.0629342080702529,0.8
"EAKI",0.0271704623878537,0.0144755003450656,0.0265700483091787,0.044927536231884,0.8
"EATO",0.00242562929061785,0,0.0022883295194508,0.0068649885583524,0.8
"EAWP",0.0776377646430241,0.055240084930653,0.0779146908880429,0.0986851332398317,0.8
"GBHE",0.0168115942028985,0,0.0144927536231884,0.0434782608695652,0.8
"GCFL",0.0901997636231046,0.0568759098135528,0.0921434019832189,0.124046173125121,0.8
"GRHE",0.0114389233954451,0,0.0093167701863354,0.0247153209109731,0.8
"INBU",0.0222320014082028,0.0102402745995423,0.0216951240978701,0.0381424925189227,0.8
"KILL",0.00497584541062802,0,0.00483091787439614,0.0144927536231884,0.8
"LAGU",0.0521853357365796,0.0342857967102818,0.0495297730246427,0.0758007042005344,0.8
"MIKI",0.0136801242236025,0.0046583850931677,0.0139751552795031,0.0248447204968944,0.8
"NOBO",0.10600926111445,0.0749986197377502,0.104948240165631,0.141394287495269,0.8
"NOFL",0.00268115942028985,0,0.00241545893719807,0.00851449275362317,0.8
"NOMO",0.00484472049689441,0,0.0062111801242236,0.0124223602484472,0.8
"NOPA",0.0123291925465839,0.0031055900621118,0.0124223602484472,0.0248447204968944,0.8
"OROR",0.0262207974353837,0.00915898617511521,0.0258198089895145,0.0457312050579933,0.8
"PABU",0.0731824565594588,0.0494931412980612,0.0720056831040813,0.0988759524228632,0.8
"PIWA",0.005,0,0.00543478260869565,0.016304347826087,0.8
"PIWO",0.00983933216541912,0.00199534161490683,0.00983304135478049,0.0175656951743908,0.8
"RBWO",0.0442618251313903,0.0318036311514572,0.0430721452460583,0.0581109651218347,0.8
"RHWO",0.0479058750194795,0.0328293706449387,0.0470780738662927,0.0651901756495024,0.8
"RSHA",0.0289225991399904,0.0127747252747253,0.0277950310559006,0.0513993072145246,0.8
"SUTA",0.0770100148643627,0.0584964921902159,0.0761301710600448,0.0928772656165714,0.8
"TUTI",0.00531244499207886,0,0.00501672240802676,0.0115890688259109,0.8
"WBNU",0.00564130434782609,0.00108695652173913,0.00543478260869565,0.00978260869565217,0.8
"WEVI",0.0302898550724638,0.0144927536231884,0.0289855072463768,0.0434782608695652,0.8
"WITU",0.00516722408026756,0.00167224080267559,0.00501672240802676,0.0100334448160535,0.8
"WODU",0.00189565217391304,0,0.00173913043478261,0.00695652173913044,0.8
"YBCH",0.00709677419354839,0.00280504908835905,0.00701262272089762,0.0126227208976157,0.8
"YBCU",0.0185286669851887,0.00501672240802676,0.0187649307214525,0.032542403248925,0.8
"YTVI",0.0282232972341668,0.0100500345065562,0.0276689494080798,0.0476066053511705,0.8
"YTWA",0.0697955566172958,0.0564478021978022,0.0697252747252747,0.0842705446727186,0.8
"ACFL",0.0841632231404959,0.0568181818181818,0.0836776859504132,0.0991735537190083,0.9
"AMGO",0.00413223140495868,0,0.00413223140495868,0.0104338842975206,0.9
"AMKE",0.00805785123966942,0,0.00826446280991736,0.018698347107438,0.9
"BACS",0.0301515151515152,0,0.0303030303030303,0.0454545454545455,0.9
"BGGN",0.00606656243019879,0,0.00536073263345991,0.0177574268483359,0.9
"BHCO",0.0159563164108619,0.00413223140495868,0.0156434474616293,0.0285050177095632,0.9
"BHNU",0.00413223140495868,0,0.00413223140495868,0.012396694214876,0.9
"BLGR",0.121177653154926,0.0835271136691591,0.119752722025449,0.165369974091565,0.9
"BLJA",0.0154545454545455,0,0.0151515151515152,0.0454545454545455,0.9
"BRTH",0.00396103896103896,0,0.00324675324675325,0.012987012987013,0.9
"CACH",0.0478437950937951,0.0298209366391185,0.0470352879443789,0.0698377443263807,0.9
"CARW",0.00718673218673219,0.00304054054054054,0.00737100737100737,0.0122850122850123,0.9
"COGR",0.00162337662337662,0,0.00162337662337662,0.00649350649350649,0.9
"COYE",0.0302597402597403,0.0227272727272727,0.0308441558441558,0.038961038961039,0.9
"EABL",0.0462392430801522,0.0257463023088023,0.0455767086448905,0.0685393299881936,0.9
"EAKI",0.0355151515151515,0.00909090909090909,0.0356060606060606,0.0667045454545454,0.9
"EAWP",0.0741197691197691,0.0513979076479076,0.0718795093795094,0.0999864718614718,0.9
"GCFL",0.0564915494006403,0.0279199705904251,0.0545687216141762,0.0858918732782369,0.9
"GRHE",0.0188842975206612,0,0.0192837465564738,0.0407369146005509,0.9
"INBU",0.00388429752066116,0,0.00413223140495868,0.00826446280991736,0.9
"LAGU",0.0266866883116883,0.011795183982684,0.0266504329004329,0.041758658008658,0.9
"MIKI",0.0149134199134199,0.00216450216450216,0.0144300144300144,0.0303391053391053,0.9
"NOBO",0.0703480421094057,0.0534297520661157,0.0710571625344353,0.0883196822117276,0.9
"NOFL",0.00392561983471074,0,0.00413223140495868,0.012396694214876,0.9
"NOMO",0.00981818181818182,0,0.00909090909090909,0.0272727272727273,0.9
"OROR",0.016905303030303,0.00279356060606061,0.0159090909090909,0.0348484848484848,0.9
"PABU",0.0419077134986226,0.012396694214876,0.0401744719926538,0.0753443526170799,0.9
"PIWO",0.00836038961038961,0.00189393939393939,0.00811688311688312,0.0182697510822511,0.9
"RBWO",0.0347424242424242,0.0217708333333333,0.0358987603305785,0.0486656336088154,0.9
"RHWO",0.0425354191263282,0.0242811639118457,0.0430317788272334,0.0597193526170799,0.9
"RSHA",0.0448852157943067,0.00826446280991736,0.0477502295684114,0.069639577594123,0.9
"SUTA",0.0890342925570198,0.0627815935770481,0.087905467450922,0.120738124488124,0.9
"TUTI",0.00566666666666667,0,0.00606060606060606,0.0121212121212121,0.9
"WITU",0.00409090909090909,0,0.00454545454545455,0.0113636363636364,0.9
"YBCH",0.00871753246753247,0.000771103896103896,0.00892857142857143,0.0170860389610389,0.9
"YBCU",0.0243181818181818,0.00566287878787879,0.0234848484848485,0.0470075757575757,0.9
"YTVI",0.0114276859504132,0.00227272727272727,0.0109504132231405,0.0226601239669421,0.9
"YTWA",0.0734718614718615,0.0564366883116883,0.0731060606060606,0.092107683982684,0.9
"NOMO",0.0897727272727273,0.0454545454545454,0.0909090909090909,0.129166666666667,1
"OROR",0.0512121212121212,0.01875,0.053030303030303,0.0948863636363636,1
"COYE",0.315833333333333,0.265151515151515,0.318181818181818,0.371212121212121,1
"PIWA",0.0933333333333333,0.0454545454545455,0.0909090909090909,0.143939393939394,1
"EAKI",0.036969696969697,0.0151515151515152,0.0378787878787879,0.0645833333333333,1
"CHSP",0.00878787878787879,0,0.00757575757575758,0.0227272727272727,1
"BLGR",0.0557575757575758,0.01875,0.053030303030303,0.0909090909090909,1
"RBWO",0.134318181818182,0.071780303030303,0.136363636363636,0.181818181818182,1
"TUTI",0.202954545454545,0.136363636363636,0.204545454545455,0.257575757575758,1
"EATO",0.0812121212121212,0.0454545454545454,0.0833333333333333,0.113636363636364,1
"NOCA",0.113257575757576,0.0642045454545454,0.113636363636364,0.151515151515152,1
"YBCU",0.0225,0.00757575757575758,0.0227272727272727,0.0378787878787879,1
"BGGN",0.411212121212121,0.348484848484849,0.412878787878788,0.496780303030303,1
"CARW",0.160681818181818,0.106060606060606,0.159090909090909,0.212121212121212,1
"YTVI",0,0,0,0,1
"CACH",0.0738636363636364,0.0414772727272727,0.0757575757575758,0.113636363636364,1
"GCFL",0.0379545454545455,0.0111742424242424,0.0378787878787879,0.0681818181818182,1
"WOTH",0,0,0,0,1
"DOWO",0.0677272727272727,0.0303030303030303,0.0681818181818182,0.106060606060606,1
"BACS",0.0143939393939394,0,0.0151515151515152,0.034280303030303,1
"WBNU",0.0148484848484848,0,0.0151515151515152,0.0303030303030303,1
"SUTA",0.0160606060606061,0,0.0151515151515152,0.0303030303030303,1
"YBCH",0.0803030303030303,0.0378787878787879,0.0833333333333333,0.125189393939394,1
"NOPA",0.101363636363636,0.0642045454545455,0.0984848484848485,0.132765151515151,1
"WEVI",0.106893939393939,0.0642045454545455,0.106060606060606,0.147916666666667,1
"EAWP",0.0456818181818182,0.0151515151515152,0.0454545454545454,0.0757575757575758,1
"YTWA",0.00833333333333333,0,0.00757575757575758,0.0227272727272727,1
"REVI",0.00924242424242424,0,0.00757575757575758,0.0227272727272727,1
"EABL",0.00643939393939394,0,0.00757575757575758,0.0227272727272727,1
"RHWO",0.0253787878787879,0.00757575757575758,0.0227272727272727,0.053030303030303,1
"AMRO",0.00636363636363636,0,0.00757575757575758,0.0227272727272727,1
"RSHA",0,0,0,0,1
"BHCO",0.0696969696969697,0.0414772727272727,0.0681818181818182,0.0984848484848485,1
"INBU",0,0,0,0,1
"BHNU",0.0288636363636364,0.00757575757575758,0.0303030303030303,0.053030303030303,1
"BRTH",0.00681818181818182,0,0.00757575757575758,0.0151515151515152,1
"MIKI",0.00772727272727273,0,0.00757575757575758,0.0227272727272727,1
"MODO",0.0137121212121212,0,0.0151515151515152,0.0303030303030303,1
"RWBL",0,0,0,0,1
"COGR",0,0,0,0,1
"PABU",0.00696969696969697,0,0.00757575757575758,0.0227272727272727,1
"RTHA",0,0,0,0,1
"PIWO",0,0,0,0,1
"LBHE",0.0146212121212121,0,0.0151515151515152,0.034280303030303,1
"BLJA",0,0,0,0,1
"AMCR",0,0,0,0,1
"ACFL",0,0,0,0,1
"OVEN",0,0,0,0,1
"WODU",0,0,0,0,1
"GREG",0.00613636363636364,0,0.00757575757575758,0.0151515151515152,1
"GRHE",0.0129545454545455,0,0.0151515151515152,0.0303030303030303,1
"EWPE",0.00795454545454545,0,0.00757575757575758,0.0227272727272727,1
"KILL",0,0,0,0,1
