"sp","occ_avg","occ_lo","occ_me","occ_hi","occ_confi"
"TRHE",0.00455160680529301,0,0.0044234404536862,0.00964083175803403,0.1
"TUTI",0.0856429437046225,0.0693012913166155,0.0859712197495977,0.101269104315877,0.1
"WBNU",0.0400530350128226,0.0250790317754481,0.0408446919153592,0.0531427340507299,0.1
"WEVI",0.151776856332146,0.132760339311949,0.151853050620732,0.169464733770239,0.1
"WEWA",0.037237217455932,0.0242504725897921,0.0369167757258494,0.0518902258736852,0.1
"WHIB",0.0152300721115792,0.00909677005739844,0.0149233720454632,0.0226418269603851,0.1
"WITU",0.0133779264214047,0.00668896321070234,0.0133779264214047,0.0206521739130435,0.1
"WODU",0.00274782608695652,0,0.00268115942028985,0.00676086956521738,0.1
"WOTH",0.00261270903010033,0,0.0025752508361204,0.00605351170568562,0.1
"YBCH",0.198437519622182,0.172389119800192,0.199932249484194,0.223904491847314,0.1
"YBCU",0.149585851520012,0.12549734984793,0.149602363175794,0.172557217350076,0.1
"YCNH",0.00821421340611745,0.0030872832814362,0.00776188828662592,0.0145427222286293,0.1
"YTVI",0.108209138587903,0.0854148021317233,0.107814898050902,0.133458962246283,0.1
"YTWA",0.141604237573043,0.12077150522326,0.142320688079276,0.160135238818718,0.1
"ACFL",0.0626427126968077,0.0448384611680871,0.0622971736723001,0.0819220051519091,0.2
"AMCR",0.0131830258240064,0.00654816968415488,0.0130991857356335,0.0206903702988347,0.2
"AMGO",0.000970677451971689,0,0.00101112234580384,0.00303336703741153,0.2
"AMKE",0.0135326450487131,0.00514715719063545,0.0139217682128835,0.0206194561582085,0.2
"AMRE",0.00597826086956522,0.00181159420289855,0.00543478260869565,0.011820652173913,0.2
"BACS",0.023417253823681,0.0124119264478433,0.0233717133528098,0.0381551813026293,0.2
"BADO",0.0595213279841352,0.0412367454930073,0.0586765522599644,0.0789989565609249,0.2
"BAEA",0.00673686200378072,0.000945179584120983,0.00623818525519849,0.0140642722117202,0.2
"BARS",0.00177391304347826,0,0.00173913043478261,0.00521739130434783,0.2
"BBWD",0.00824776783751703,0.00369543236470743,0.00801028707082253,0.0149450215962544,0.2
"BEKI",0.0101225383305643,0.00308319397993311,0.00993039070222033,0.0184712455943552,0.2
"BGGN",0.0671895667031206,0.0497267409006218,0.0671209054029918,0.0841997979549149,0.2
"BHCO",0.0151036400404449,0.00686177763086256,0.0152640584895388,0.0230389249695367,0.2
"BHNU",0.0406407490518011,0.0246278488776016,0.039734956260652,0.0591762772806976,0.2
"BLGR",0.295316035568558,0.266561374711647,0.295437615232461,0.324722755746147,0.2
"BLJA",0.0148545773697002,0.00714634530560807,0.0141250337564137,0.0226792015482942,0.2
"BLVU",0.00769596498617347,0.00315472378377096,0.00753926388403322,0.013292551526346,0.2
"BRTH",0.0200761257331201,0.00815333721099317,0.0198979690756628,0.0305952086665697,0.2
"BTGR",0.00100189035916824,0,0.000945179584120983,0.00283553875236295,0.2
"CACH",0.0820051999226413,0.0622938568022882,0.0818459222510207,0.105899986881101,0.2
"CARW",0.0802931156561965,0.056178545839519,0.079628907209275,0.109227758745427,0.2
"CHSW",0.0024472049689441,0,0.00248447204968944,0.00745341614906832,0.2
"COGR",0.00655230566534914,0.000458937198067633,0.00578831796223101,0.0163021519543259,0.2
"CONI",0.00170434782608696,0,0.00173913043478261,0.00695652173913044,0.2
"COYE",0.109842939190826,0.0892418552665443,0.110892531903447,0.134083390879232,0.2
"CWWI",0.00230769230769231,0,0.00334448160535117,0.00668896321070234,0.2
"DOWO",0.0549218035534962,0.0400567838418859,0.0531079063352357,0.0709064634955369,0.2
"EABL",0.108944385402334,0.0859854131179155,0.107882722410384,0.134027036617624,0.2
"EAKI",0.0540013187137307,0.040225445091114,0.052709245566805,0.0727068229502066,0.2
"EAME",0.0015527950310559,0,0.0015527950310559,0.0046583850931677,0.2
"EATO",0.0553728508936295,0.0394764210343078,0.054578933873676,0.0738352182974592,0.2
"EAWP",0.164030210412814,0.138453122129276,0.163950609616534,0.187001733489979,0.2
"FICR",0.00104532839962997,0,0.000925069380203515,0.00326086956521738,0.2
"FISP",0.0454688893969061,0.0313549174876569,0.0438067994556388,0.0695544684539048,0.2
"GBHE",0.0260900849970157,0.0174981070017851,0.0262997236612322,0.0355227776477013,0.2
"GCFL",0.231892067559673,0.201482069351745,0.231157605650001,0.265473391781733,0.2
"GRCA",0.00210144927536232,0,0.00181159420289855,0.00543478260869565,0.2
"GREG",0.00984902032402409,0.00384304825609173,0.0102303354986056,0.0164498815353267,0.2
"GRHE",0.0214665025364639,0.0121709866220736,0.021195652173913,0.031724194741027,0.2
"HOWA",0.0327213432859936,0.0177073255456998,0.0317635273778941,0.0471800163184851,0.2
"HOWR",0.00193761814744802,0,0.00189035916824197,0.00472589792060491,0.2
"INBU",0.097928257442768,0.0756493314458494,0.0980748322224682,0.118530384953426,0.2
"KEWA",0.0119807765013814,0.00324858223062382,0.0116998691289807,0.0208510251563182,0.2
"KILL",0.000907372400756144,0,0.000945179584120983,0.00283553875236295,0.2
"LAGU",0.0685471006944503,0.0507626361035083,0.0684296610045247,0.0851939663650969,0.2
"LBHE",0.00471014492753623,0.00181159420289855,0.00543478260869565,0.0100090579710145,0.2
"LOSH",0.00172136105860113,0,0.00177693761814745,0.00411814744801512,0.2
"MIKI",0.0773846742543345,0.0604301064077175,0.0775064598690242,0.0982295347677898,0.2
"MODO",0.0230122000583957,0.0131623334395074,0.0228484166799384,0.03372472394755,0.2
"NOBO",0.311624443744873,0.290730874434324,0.311181104735558,0.344397383323003,0.2
"NOCA",0.000916824196597354,0,0.000945179584120983,0.00283553875236295,0.2
"NOFL",0.00925972222222222,0.00364251207729469,0.00884057971014493,0.0174910929951691,0.2
"NOMO",0.0186497616854895,0.0095834770144789,0.0181950301326483,0.0285795774274035,0.2
"NOPA",0.0452908826882946,0.0370983828701328,0.044419098943495,0.0548018101599868,0.2
"NRWS",0.000935727788279773,0,0.000945179584120983,0.00283553875236295,0.2
"OROR",0.0898555310893685,0.0731482711522882,0.0891273765092291,0.107144883393229,0.2
"OSPR",0.00186086956521739,0,0.00173913043478261,0.00434782608695652,0.2
"PABU",0.315047687594152,0.291441550444788,0.314728303378325,0.340682871095841,0.2
"PIWA",0.0846551226958934,0.0665130391924439,0.0857963845789228,0.100738519943344,0.2
"PIWO",0.0562254843432575,0.0434254965687134,0.055194749738434,0.0701340022222238,0.2
"PRAW",0.0025752508361204,0,0.00334448160535117,0.00844481605351168,0.2
"PROW",0.00103969754253308,0,0.000945179584120983,0.00333175803402646,0.2
"PUMA",0.00771402016383113,0.00226748582230624,0.00793793320730939,0.0134940138626339,0.2
"RBWO",0.152049331802647,0.130055322859999,0.150784882198403,0.173845321015927,0.2
"REVI",0.0141870073918696,0.00827726105169285,0.0140319916598107,0.0211064567384082,0.2
"RHWO",0.124145789904255,0.101645383875494,0.123300773679323,0.146071160719289,0.2
"ROYT",0.00197269481201428,0,0.00191136315900021,0.0047679059021214,0.2
"RSHA",0.0409302709341698,0.0241440699934911,0.0408613511567198,0.059020568475318,0.2
"RTHA",0.00989820415879017,0.00415091367359798,0.00910680529300567,0.0171550882167612,0.2
"SCTA",0.068596342535851,0.0545804069119287,0.0676990200253433,0.0856207986248156,0.2
"SUTA",0.237207432632344,0.203541963718372,0.239008061127704,0.273483879311857,0.2
"TRHE",0.00141304347826087,0,0.00181159420289855,0.0036231884057971,0.2
"TUTI",0.0600249039160016,0.0386714655927739,0.0599984975678474,0.0798999415613474,0.2
"WBNU",0.0332201017896756,0.0214748372638837,0.0326741795957599,0.04952225805933,0.2
"WEVI",0.135731354060134,0.121397273858598,0.135538962107631,0.149888983448447,0.2
"WEWA",0.0134591060550277,0.00241965973534972,0.011878711455995,0.0272056526910326,0.2
"WHIB",0.00312644214565347,0.000480283114256825,0.00313707189339141,0.00648155349874258,0.2
"WITU",0.00989966555183946,0.00557413600891862,0.0100334448160535,0.0156075808249721,0.2
"WODU",0.000804810360777058,0,0.000925069380203515,0.00233580018501387,0.2
"YBCH",0.0838923533932986,0.0645214630202816,0.083669464986809,0.105929318469548,0.2
"YBCU",0.0573305175290998,0.040854953564336,0.0572182627649335,0.0732221299890678,0.2
"YCNH",0.00388509316770186,0.000966183574879227,0.00348516218081435,0.00841528640441683,0.2
"YTVI",0.0571401955217645,0.0414258751710902,0.0559679767040353,0.0801210476865604,0.2
"YTWA",0.0881718983077353,0.0736893621069785,0.088211640442577,0.104717738015745,0.2
"ACFL",0.0503010418753757,0.0315840503647306,0.0498244061532982,0.0744689283302537,0.3
"AMCR",0.00874888070838722,0.00417868868769277,0.00835737737538553,0.015833001691374,0.3
"AMGO",0.00117149758454106,0,0.00120772946859903,0.0036231884057971,0.3
"AMKE",0.00981771767405038,0.0023492963663096,0.00949380382272632,0.0180749842470069,0.3
"AMRE",0.00175724637681159,0,0.00181159420289855,0.00543478260869565,0.3
"BACS",0.0194009661835749,0.0057487922705314,0.0193236714975845,0.0333574879227053,0.3
"BADO",0.0178819446747514,0.0104396559030426,0.0178601171064608,0.0250901144901742,0.3
"BAEA",0.00377261679719147,0,0.0031055900621118,0.0087766675668377,0.3
"BARS",0.00170132325141777,0,0.00189035916824197,0.0056710775047259,0.3
"BBWD",0.00265446224256293,0,0.0022883295194508,0.00806636155606405,0.3
"BEKI",0.00712978446674099,0.00102355072463768,0.00660535117056856,0.0149015235971758,0.3
"BGGN",0.0489247082769902,0.0355527708918541,0.0495802183184036,0.0611491167525127,0.3
"BHCO",0.00852657004830918,0.00241545893719807,0.00845410628019324,0.0144927536231884,0.3
"BHNU",0.0237365221948561,0.0147657887235417,0.0232393139658941,0.035945414215167,0.3
"BLGR",0.252956125592947,0.217646229560585,0.254252115969815,0.295247395867367,0.3
"BLJA",0.0110800742924566,0.00280731507189131,0.0106120381766545,0.0202980841705546,0.3
"BLVU",0.00718177848528062,0.0011441647597254,0.00722951834532772,0.0136581720263692,0.3
"BRTH",0.0149807328777083,0.00506807110658718,0.0145104973791174,0.0262460877182049,0.3
"BTGR",0.000859213250517598,0,0.0010351966873706,0.0020703933747412,0.3
"CACH",0.0770226103824202,0.0578005477662148,0.0764918786382879,0.100128368437117,0.3
"CARW",0.0613032633010567,0.0367784885815697,0.0614847275725014,0.0806681278733011,0.3
"CHSW",0.0014726507713885,0,0.00140252454417952,0.00420757363253857,0.3
"COGR",0.00671221532091097,0,0.00663615560640732,0.0175166176310341,0.3
"CONI",0.00217391304347826,0,0.0022883295194508,0.0068649885583524,0.3
"COYE",0.0798228272076148,0.0587400149803766,0.0805507525174722,0.10412202460674,0.3
"DOWO",0.0433197080565608,0.0293194931191062,0.0433808231834725,0.0591944943693437,0.3
"EABL",0.0871921151658491,0.066805246828592,0.088268144935392,0.10601061915399,0.3
"EAKI",0.0460340224257994,0.0303843422557978,0.0455779386544982,0.065566026294996,0.3
"EATO",0.0452508282065299,0.0307608377451452,0.0455798813149711,0.0647531297304069,0.3
"EAWP",0.138380374143557,0.113754344676703,0.139319999139918,0.156950228463449,0.3
"FISP",0.0106484847505641,0.00426630098180193,0.0105141130660979,0.0194788452113594,0.3
"GBHE",0.0132357476867973,0.00581195624537083,0.013040898823408,0.0215520290960546,0.3
"GCFL",0.193566376855758,0.16457535604513,0.190725015901867,0.221392340563966,0.3
"GRCA",0.00182971014492754,0,0.00181159420289855,0.00543478260869565,0.3
"GREG",0.00212092083210096,0,0.00209504091491669,0.00496031746031746,0.3
"GRHE",0.0145715159853767,0.00689296401538964,0.0142736948678433,0.0222655562400986,0.3
"HOWA",0.0186960042246083,0.00751794480627433,0.0182210682782765,0.0312135969801874,0.3
"HOWR",0.00211594202898551,0,0.00193236714975845,0.00579710144927536,0.3
"INBU",0.0797979210034869,0.0595145416914928,0.0803363992542042,0.0973454920720651,0.3
"KEWA",0.00176476387656512,0,0.0018140589569161,0.00514295573301784,0.3
"KILL",0.00118012422360248,0,0.0010351966873706,0.0041407867494824,0.3
"LAGU",0.0585491995630329,0.0437825488234815,0.0583162382038803,0.0730055308108309,0.3
"LBHE",0.00565217391304348,0.00181159420289855,0.00543478260869565,0.0108695652173913,0.3
"LOSH",0.00118012422360248,0,0.000887311446317657,0.00354924578527063,0.3
"MIKI",0.0449144812514378,0.0257699275362319,0.0457068092937658,0.0620929664136186,0.3
"MODO",0.00585775047258979,0.000860507246376812,0.00559231253938248,0.0112633900441084,0.3
"NOBO",0.233736654649172,0.205417978906305,0.233164048349638,0.262827000595266,0.3
"NOFL",0.0101467053740211,0.00370195337114052,0.0100954181294446,0.0165857637951211,0.3
"NOMO",0.0130322261229634,0.00499594923035377,0.0131762534881628,0.0234387658655144,0.3
"NOPA",0.0424719336074776,0.0323652713773682,0.042355803939154,0.0512167437101068,0.3
"OROR",0.0735427482595319,0.0579984759604325,0.0729501118948864,0.09309344791994,0.3
"OSPR",0.000949423247559894,0,0.000887311446317657,0.00266193433895297,0.3
"PABU",0.23674922013378,0.21237439427401,0.235983894559978,0.259329953239843,0.3
"PIWA",0.0567473400094901,0.0381743996309671,0.0567037817830549,0.0725980399520326,0.3
"PIWO",0.0429843460844605,0.0314574450572734,0.0428940709261075,0.0551302383839569,0.3
"PRAW",0.00317725752508361,0,0.00334448160535117,0.0100334448160535,0.3
"PUMA",0.00552682509676839,0.0010351966873706,0.00560356467728868,0.0114631154919435,0.3
"RBWO",0.134748595373665,0.113436779452092,0.134832503514014,0.154877653384421,0.3
"REVI",0.00948106591865358,0.00420757363253857,0.00841514726507714,0.0168302945301543,0.3
"RHWO",0.100670105855393,0.0786680634155654,0.101563717002124,0.121984121148721,0.3
"ROYT",0.000910973084886128,0,0.0010351966873706,0.00261387163561076,0.3
"RSHA",0.0292089410449524,0.0151477780778348,0.0287601375030487,0.0485656385290128,0.3
"RTHA",0.00862889699042818,0.00300034506556246,0.00796351306748282,0.0144523021874156,0.3
"SCTA",0.0331485507246377,0.0238496376811594,0.0326086956521739,0.0421557971014493,0.3
"SUTA",0.170847109108579,0.135781485153222,0.172725777869063,0.202722626021938,0.3
"TUTI",0.0427017978922908,0.0305919971169921,0.0422117340720827,0.0602534973513986,0.3
"WBNU",0.0303532216465258,0.018169308443908,0.0299930640667881,0.0447667629217972,0.3
"WEVI",0.122693119823982,0.103986391112468,0.122683767289057,0.137193738411681,0.3
"WEWA",0.0110506785229286,0.00246658270601368,0.00987141934847805,0.0228222228582878,0.3
"WHIB",0.00196023782980305,0,0.00222965440356745,0.00464511334076551,0.3
"WITU",0.0101214574898785,0.00450258170509887,0.0102094701637036,0.0176458076629701,0.3
"WODU",0.000907372400756144,0,0.000945179584120983,0.00283553875236295,0.3
"YBCH",0.0506465466900249,0.034273584602532,0.0499864255585079,0.0676804876833481,0.3
"YBCU",0.0323035466836928,0.0218327126177183,0.0327831856841397,0.0431034676117931,0.3
"YTVI",0.0436226417432268,0.0249236927384624,0.0444005929952602,0.060154560945527,0.3
"YTWA",0.0723751354558986,0.056084401579244,0.0730134887427339,0.0840235461467002,0.3
"ACFL",0.0482849048800662,0.0284393542992772,0.0477996547631891,0.0726532258064516,0.4
"AMCR",0.00758070474566638,0.00120772946859903,0.00714691673770958,0.0167899261153737,0.4
"AMGO",0.0014726507713885,0,0.00140252454417952,0.00420757363253857,0.4
"AMKE",0.010773657764206,0.00193236714975845,0.0102208650412809,0.020936616418658,0.4
"AMRE",0.00177536231884058,0,0.00181159420289855,0.00543478260869565,0.4
"BACS",0.0168164251207729,0.00628019323671498,0.0159420289855072,0.0297222222222222,0.4
"BADO",0.0099880393136765,0.00439176245210728,0.0101024487756122,0.0158352073963018,0.4
"BAEA",0.00108138238573021,0,0.00111482720178372,0.00334448160535117,0.4
"BBWD",0.00271099744245524,0,0.00255754475703325,0.00901534526854218,0.4
"BEKI",0.0056680602006689,0.000458937198067633,0.00485414344109996,0.0143636194723151,0.4
"BGGN",0.0339151396179495,0.024329299370166,0.0332324739201946,0.0459006492411363,0.4
"BHCO",0.00891479663394109,0.00280504908835905,0.00882421692379617,0.0153649485741,0.4
"BHNU",0.0178854691641886,0.00712784525359629,0.0176050956797541,0.0267922125910754,0.4
"BLGR",0.233391613253143,0.204550369978549,0.23195485765766,0.269196127300017,0.4
"BLJA",0.00867131178000743,0.00150315867707172,0.0084726867335563,0.0198188405797101,0.4
"BLVU",0.00652412342215989,0.00120772946859903,0.00640486208508649,0.012032219105501,0.4
"BRTH",0.0156876787358829,0.00724895182007658,0.0154561097377733,0.0264386723862149,0.4
"CACH",0.0656832266662368,0.045858875204664,0.0657461292100021,0.0864216049543466,0.4
"CARW",0.0470225842413781,0.0326360568681747,0.0468449191450594,0.0652294536147972,0.4
"CHSW",0.00178929765886288,0,0.00167224080267559,0.00589464882943142,0.4
"COGR",0.0053804347826087,0,0.00543478260869565,0.0141847826086956,0.4
"CONI",0.00245524296675192,0,0.00255754475703325,0.00901534526854218,0.4
"COYE",0.0656268892899606,0.0475239431238542,0.0669277671807417,0.0821484837209567,0.4
"DOWO",0.0350593859811203,0.0203328348232831,0.035237337906729,0.0499620923615942,0.4
"EABL",0.0713392687714114,0.0543220312920463,0.0719456199993649,0.0908360411488793,0.4
"EAKI",0.0383839537589065,0.0257011576430291,0.0380984117751604,0.0513210520575832,0.4
"EATO",0.0213367060464615,0.0107380532218601,0.0213980625691588,0.0329763275007882,0.4
"EAWP",0.114785582774224,0.0946923844253688,0.114434246825043,0.135946666147384,0.4
"FISP",0.00148667601683029,0,0.00140252454417952,0.00420757363253857,0.4
"GBHE",0.00672712647471331,0.00108695652173913,0.00647058823529412,0.0149285950004125,0.4
"GCFL",0.164979411175274,0.134287889255989,0.165540735457085,0.196663653342108,0.4
"GREG",0.00226492130278947,0,0.00236870811905875,0.00570359981299673,0.4
"GRHE",0.00964613526570048,0.0036231884057971,0.0095364176885916,0.0155386008918618,0.4
"HOWA",0.0122515793385359,0.00263285024154589,0.0113991081382386,0.0262421033073207,0.4
"HOWR",0.00215458937198068,0,0.00193236714975845,0.00579710144927536,0.4
"INBU",0.0710473010393066,0.052933338128289,0.0715963006916724,0.0892060362498651,0.4
"KEWA",0.00185507246376812,0,0.00193236714975845,0.00437198067632849,0.4
"KILL",0.00123745819397993,0,0.00111482720178372,0.00392976588628762,0.4
"LAGU",0.0567851422303736,0.0416537577468503,0.0565734946835929,0.0708988983589264,0.4
"LBHE",0.00389492753623188,0,0.0036231884057971,0.00905797101449275,0.4
"MIKI",0.0351045727136432,0.0224152923538231,0.0343715642178911,0.0495788980509745,0.4
"NOBO",0.182460487265712,0.161931513536956,0.181781489739097,0.208532490001311,0.4
"NOFL",0.00912454099037438,0.00181159420289855,0.00913809399648002,0.0169676031549443,0.4
"NOMO",0.006724346856672,0,0.00601037274005138,0.0152643473413795,0.4
"NOPA",0.0362607886503398,0.0253956962275686,0.0356092890279426,0.0465757273348437,0.4
"OROR",0.0614325157933854,0.0426253716090673,0.0614306949089558,0.0782543199554069,0.4
"OSPR",0.000966183574879227,0,0.000966183574879227,0.00289855072463768,0.4
"PABU",0.178603687868189,0.157182118986538,0.179818875086138,0.197122670288188,0.4
"PIWA",0.0366416369978782,0.0235386548351135,0.0371466717013702,0.0522902956090193,0.4
"PIWO",0.0278467670011148,0.016431066518023,0.0271627647714604,0.0411428372352285,0.4
"PUMA",0.00392516116523678,0,0.00334448160535117,0.00942271339246764,0.4
"RBWO",0.122711296052085,0.0950085146947151,0.122854321167176,0.148038004757376,0.4
"REVI",0.00978260869565217,0.00334448160535117,0.0100334448160535,0.0183946488294314,0.4
"RHWO",0.0874388495551555,0.068660452034295,0.0874752492761423,0.10169263612341,0.4
"ROYT",0.00107023411371237,0,0.00111482720178372,0.00334448160535117,0.4
"RSHA",0.0275609681224048,0.0131770252694166,0.0282634546717722,0.0456026650832889,0.4
"RTHA",0.00335562987736901,0,0.00334448160535117,0.00727424749163879,0.4
"SCTA",0.0223345410628019,0.0141696859903382,0.0219806763285024,0.0342602657004831,0.4
"SUTA",0.146066785368779,0.118958400256933,0.145731924198652,0.180794545718114,0.4
"TUTI",0.0334917514774457,0.0201712848083816,0.0339695939871255,0.0453497440692392,0.4
"WBNU",0.027602814354512,0.0142215119815658,0.0264555316610172,0.0426824987770067,0.4
"WEVI",0.0974623500077918,0.0766185253113724,0.09799379053236,0.116197558168806,0.4
"WEWA",0.00148829431438127,0,0.00167224080267559,0.00501672240802676,0.4
